Lookup,Yr,Org4Code,DistName,Expr1,FTEPupils,Value(FTEPupils)
01632017FTEs,2017,0163,Lynn,FTEs,"17,112.5","17,112.5"
01642017FTEIn,2017,0164,Lynnfield,FTEIn,"2,220.7","2,220.7"
01642017FTEOut,2017,0164,Lynnfield,FTEOut,18.8,18.8
01642017FTEs,2017,0164,Lynnfield,FTEs,"2,239.5","2,239.5"
01652017FTEIn,2017,0165,Malden,FTEIn,"6,540.6","6,540.6"
01652017FTEOut,2017,0165,Malden,FTEOut,"1,079.3","1,079.3"
01652017FTEs,2017,0165,Malden,FTEs,"7,619.9","7,619.9"
01672017FTEIn,2017,0167,Mansfield,FTEIn,"3,926.0","3,926.0"
01672017FTEOut,2017,0167,Mansfield,FTEOut,131.7,131.7
01672017FTEs,2017,0167,Mansfield,FTEs,"4,057.7","4,057.7"
01682017FTEIn,2017,0168,Marblehead,FTEIn,"3,154.0","3,154.0"
01682017FTEOut,2017,0168,Marblehead,FTEOut,229.4,229.4
01682017FTEs,2017,0168,Marblehead,FTEs,"3,383.4","3,383.4"
01692017FTEIn,2017,0169,Marion,FTEIn,461.5,461.5
01692017FTEOut,2017,0169,Marion,FTEOut,9.3,9.3
01692017FTEs,2017,0169,Marion,FTEs,470.8,470.8
01702017FTEIn,2017,0170,Marlborough,FTEIn,"4,578.9","4,578.9"
01702017FTEOut,2017,0170,Marlborough,FTEOut,733.2,733.2
01702017FTEs,2017,0170,Marlborough,FTEs,"5,312.1","5,312.1"
01712017FTEIn,2017,0171,Marshfield,FTEIn,"4,226.3","4,226.3"
01712017FTEOut,2017,0171,Marshfield,FTEOut,97.2,97.2
01712017FTEs,2017,0171,Marshfield,FTEs,"4,323.5","4,323.5"
01722017FTEIn,2017,0172,Mashpee,FTEIn,"1,658.6","1,658.6"
01722017FTEOut,2017,0172,Mashpee,FTEOut,171.5,171.5
01722017FTEs,2017,0172,Mashpee,FTEs,"1,830.1","1,830.1"
01732017FTEIn,2017,0173,Mattapoisett,FTEIn,446.3,446.3
01732017FTEOut,2017,0173,Mattapoisett,FTEOut,16.9,16.9
01732017FTEs,2017,0173,Mattapoisett,FTEs,463.2,463.2
01742017FTEIn,2017,0174,Maynard,FTEIn,"1,441.0","1,441.0"
01742017FTEOut,2017,0174,Maynard,FTEOut,117.8,117.8
01742017FTEs,2017,0174,Maynard,FTEs,"1,558.8","1,558.8"
01752017FTEIn,2017,0175,Medfield,FTEIn,"2,581.8","2,581.8"
01752017FTEOut,2017,0175,Medfield,FTEOut,38.4,38.4
01752017FTEs,2017,0175,Medfield,FTEs,"2,620.2","2,620.2"
01762017FTEIn,2017,0176,Medford,FTEIn,"4,394.4","4,394.4"
01762017FTEOut,2017,0176,Medford,FTEOut,414.1,414.1
01762017FTEs,2017,0176,Medford,FTEs,"4,808.5","4,808.5"
01772017FTEIn,2017,0177,Medway,FTEIn,"2,325.9","2,325.9"
01772017FTEOut,2017,0177,Medway,FTEOut,104.8,104.8
01772017FTEs,2017,0177,Medway,FTEs,"2,430.7","2,430.7"
01782017FTEIn,2017,0178,Melrose,FTEIn,"3,788.6","3,788.6"
01782017FTEOut,2017,0178,Melrose,FTEOut,307.8,307.8
01782017FTEs,2017,0178,Melrose,FTEs,"4,096.4","4,096.4"
01812017FTEIn,2017,0181,Methuen,FTEIn,"6,952.8","6,952.8"
01812017FTEOut,2017,0181,Methuen,FTEOut,299.5,299.5
01812017FTEs,2017,0181,Methuen,FTEs,"7,252.3","7,252.3"
01822017FTEIn,2017,0182,Middleborough,FTEIn,"2,912.9","2,912.9"
01822017FTEOut,2017,0182,Middleborough,FTEOut,138.1,138.1
01822017FTEs,2017,0182,Middleborough,FTEs,"3,051.0","3,051.0"
01842017FTEIn,2017,0184,Middleton,FTEIn,702.9,702.9
01842017FTEOut,2017,0184,Middleton,FTEOut,less than 6,less than 6
01842017FTEs,2017,0184,Middleton,FTEs,707.9,707.9
01852017FTEIn,2017,0185,Milford,FTEIn,"4,207.9","4,207.9"
01852017FTEOut,2017,0185,Milford,FTEOut,277.2,277.2
01852017FTEs,2017,0185,Milford,FTEs,"4,485.1","4,485.1"
01862017FTEIn,2017,0186,Millbury,FTEIn,"1,732.4","1,732.4"
01862017FTEOut,2017,0186,Millbury,FTEOut,61.0,61.0
01862017FTEs,2017,0186,Millbury,FTEs,"1,793.4","1,793.4"
01872017FTEIn,2017,0187,Millis,FTEIn,"1,318.2","1,318.2"
01872017FTEOut,2017,0187,Millis,FTEOut,58.7,58.7
01872017FTEs,2017,0187,Millis,FTEs,"1,376.9","1,376.9"
01892017FTEIn,2017,0189,Milton,FTEIn,"4,128.4","4,128.4"
01892017FTEOut,2017,0189,Milton,FTEOut,79.1,79.1
01892017FTEs,2017,0189,Milton,FTEs,"4,207.5","4,207.5"
01912017FTEIn,2017,0191,Monson,FTEIn,969.8,969.8
01912017FTEOut,2017,0191,Monson,FTEOut,62.2,62.2
01912017FTEs,2017,0191,Monson,FTEs,"1,032.0","1,032.0"
01962017FTEIn,2017,0196,Nahant,FTEIn,146.9,146.9
01962017FTEOut,2017,0196,Nahant,FTEOut,140.7,140.7
01962017FTEs,2017,0196,Nahant,FTEs,287.6,287.6
01972017FTEIn,2017,0197,Nantucket,FTEIn,"1,571.9","1,571.9"
01972017FTEOut,2017,0197,Nantucket,FTEOut,10.6,10.6
01972017FTEs,2017,0197,Nantucket,FTEs,"1,582.5","1,582.5"
01982017FTEIn,2017,0198,Natick,FTEIn,"5,452.6","5,452.6"
01982017FTEOut,2017,0198,Natick,FTEOut,164.6,164.6
01982017FTEs,2017,0198,Natick,FTEs,"5,617.2","5,617.2"
01992017FTEIn,2017,0199,Needham,FTEIn,"5,621.0","5,621.0"
01992017FTEOut,2017,0199,Needham,FTEOut,92.4,92.4
01992017FTEs,2017,0199,Needham,FTEs,"5,713.4","5,713.4"
02012017FTEIn,2017,0201,New Bedford,FTEIn,"12,817.0","12,817.0"
02012017FTEOut,2017,0201,New Bedford,FTEOut,"1,278.7","1,278.7"
02012017FTEs,2017,0201,New Bedford,FTEs,"14,095.7","14,095.7"
02042017FTEIn,2017,0204,Newburyport,FTEIn,"2,288.9","2,288.9"
02042017FTEOut,2017,0204,Newburyport,FTEOut,224.1,224.1
02042017FTEs,2017,0204,Newburyport,FTEs,"2,513.0","2,513.0"
02072017FTEIn,2017,0207,Newton,FTEIn,"12,876.8","12,876.8"
02072017FTEOut,2017,0207,Newton,FTEOut,165.7,165.7
02072017FTEs,2017,0207,Newton,FTEs,"13,042.5","13,042.5"
02082017FTEIn,2017,0208,Norfolk,FTEIn,948.3,948.3
02082017FTEOut,2017,0208,Norfolk,FTEOut,10.0,10.0
02082017FTEs,2017,0208,Norfolk,FTEs,958.3,958.3
02092017FTEIn,2017,0209,North Adams,FTEIn,"1,460.1","1,460.1"
02092017FTEOut,2017,0209,North Adams,FTEOut,189.8,189.8
02092017FTEs,2017,0209,North Adams,FTEs,"1,649.9","1,649.9"
02102017FTEIn,2017,0210,Northampton,FTEIn,"2,684.3","2,684.3"
02102017FTEOut,2017,0210,Northampton,FTEOut,306.7,306.7
02102017FTEs,2017,0210,Northampton,FTEs,"2,991.0","2,991.0"
02112017FTEIn,2017,0211,North Andover,FTEIn,"4,797.8","4,797.8"
02112017FTEOut,2017,0211,North Andover,FTEOut,117.5,117.5
02112017FTEs,2017,0211,North Andover,FTEs,"4,915.3","4,915.3"
02122017FTEIn,2017,0212,North Attleborough,FTEIn,"4,394.2","4,394.2"
02122017FTEOut,2017,0212,North Attleborough,FTEOut,166.2,166.2
02122017FTEs,2017,0212,North Attleborough,FTEs,"4,560.4","4,560.4"
02132017FTEIn,2017,0213,Northborough,FTEIn,"1,749.7","1,749.7"
02132017FTEOut,2017,0213,Northborough,FTEOut,45.1,45.1
02132017FTEs,2017,0213,Northborough,FTEs,"1,794.8","1,794.8"
02142017FTEIn,2017,0214,Northbridge,FTEIn,"2,251.0","2,251.0"
02142017FTEOut,2017,0214,Northbridge,FTEOut,200.6,200.6
02142017FTEs,2017,0214,Northbridge,FTEs,"2,451.6","2,451.6"
02152017FTEIn,2017,0215,North Brookfield,FTEIn,556.9,556.9
02152017FTEOut,2017,0215,North Brookfield,FTEOut,120.1,120.1
02152017FTEs,2017,0215,North Brookfield,FTEs,677.0,677.0
02172017FTEIn,2017,0217,North Reading,FTEIn,"2,488.4","2,488.4"
02172017FTEOut,2017,0217,North Reading,FTEOut,39.8,39.8
02172017FTEs,2017,0217,North Reading,FTEs,"2,528.2","2,528.2"
02182017FTEIn,2017,0218,Norton,FTEIn,"2,511.1","2,511.1"
02182017FTEOut,2017,0218,Norton,FTEOut,175.4,175.4
02182017FTEs,2017,0218,Norton,FTEs,"2,686.5","2,686.5"
02192017FTEIn,2017,0219,Norwell,FTEIn,"2,179.3","2,179.3"
02192017FTEOut,2017,0219,Norwell,FTEOut,36.6,36.6
02192017FTEs,2017,0219,Norwell,FTEs,"2,215.9","2,215.9"
02202017FTEIn,2017,0220,Norwood,FTEIn,"3,417.2","3,417.2"
02202017FTEOut,2017,0220,Norwood,FTEOut,118.7,118.7
02202017FTEs,2017,0220,Norwood,FTEs,"3,535.9","3,535.9"
02212017FTEIn,2017,0221,Oak Bluffs,FTEIn,451.0,451.0
02212017FTEOut,2017,0221,Oak Bluffs,FTEOut,62.9,62.9
02212017FTEs,2017,0221,Oak Bluffs,FTEs,513.9,513.9
02232017FTEIn,2017,0223,Orange,FTEIn,623.4,623.4
02232017FTEOut,2017,0223,Orange,FTEOut,82.7,82.7
02232017FTEs,2017,0223,Orange,FTEs,706.1,706.1
02242017FTEIn,2017,0224,Orleans,FTEIn,217.1,217.1
02242017FTEOut,2017,0224,Orleans,FTEOut,14.6,14.6
02242017FTEs,2017,0224,Orleans,FTEs,231.7,231.7
02262017FTEIn,2017,0226,Oxford,FTEIn,"1,716.8","1,716.8"
02262017FTEOut,2017,0226,Oxford,FTEOut,120.3,120.3
02262017FTEs,2017,0226,Oxford,FTEs,"1,837.1","1,837.1"
02272017FTEIn,2017,0227,Palmer,FTEIn,"1,430.0","1,430.0"
02272017FTEOut,2017,0227,Palmer,FTEOut,124.5,124.5
02272017FTEs,2017,0227,Palmer,FTEs,"1,554.5","1,554.5"
02292017FTEIn,2017,0229,Peabody,FTEIn,"5,986.3","5,986.3"
02292017FTEOut,2017,0229,Peabody,FTEOut,195.4,195.4
02292017FTEs,2017,0229,Peabody,FTEs,"6,181.7","6,181.7"
02302017FTEIn,2017,0230,Pelham,FTEIn,130.1,130.1
02302017FTEOut,2017,0230,Pelham,FTEOut,11.0,11.0
02302017FTEs,2017,0230,Pelham,FTEs,141.1,141.1
02312017FTEIn,2017,0231,Pembroke,FTEIn,"3,006.8","3,006.8"
02312017FTEOut,2017,0231,Pembroke,FTEOut,136.9,136.9
02312017FTEs,2017,0231,Pembroke,FTEs,"3,143.7","3,143.7"
02342017FTEIn,2017,0234,Petersham,FTEIn,125.9,125.9
02342017FTEOut,2017,0234,Petersham,FTEOut,9.0,9.0
02342017FTEs,2017,0234,Petersham,FTEs,134.9,134.9
02362017FTEIn,2017,0236,Pittsfield,FTEIn,"5,537.3","5,537.3"
02362017FTEOut,2017,0236,Pittsfield,FTEOut,750.1,750.1
02362017FTEs,2017,0236,Pittsfield,FTEs,"6,287.4","6,287.4"
02382017FTEIn,2017,0238,Plainville,FTEIn,712.0,712.0
02382017FTEOut,2017,0238,Plainville,FTEOut,23.5,23.5
02382017FTEs,2017,0238,Plainville,FTEs,735.5,735.5
02392017FTEIn,2017,0239,Plymouth,FTEIn,"7,594.6","7,594.6"
02392017FTEOut,2017,0239,Plymouth,FTEOut,705.3,705.3
02392017FTEs,2017,0239,Plymouth,FTEs,"8,299.9","8,299.9"
02402017FTEIn,2017,0240,Plympton,FTEIn,210.2,210.2
02402017FTEOut,2017,0240,Plympton,FTEOut,18.4,18.4
02402017FTEs,2017,0240,Plympton,FTEs,228.6,228.6
02422017FTEIn,2017,0242,Provincetown,FTEIn,129.3,129.3
02422017FTEOut,2017,0242,Provincetown,FTEOut,59.6,59.6
02422017FTEs,2017,0242,Provincetown,FTEs,188.9,188.9
02432017FTEIn,2017,0243,Quincy,FTEIn,"9,267.3","9,267.3"
02432017FTEOut,2017,0243,Quincy,FTEOut,238.8,238.8
02432017FTEs,2017,0243,Quincy,FTEs,"9,506.1","9,506.1"
02442017FTEIn,2017,0244,Randolph,FTEIn,"2,883.8","2,883.8"
02442017FTEOut,2017,0244,Randolph,FTEOut,517.5,517.5
02442017FTEs,2017,0244,Randolph,FTEs,"3,401.3","3,401.3"
02462017FTEIn,2017,0246,Reading,FTEIn,"4,275.7","4,275.7"
02462017FTEOut,2017,0246,Reading,FTEOut,88.9,88.9
02462017FTEs,2017,0246,Reading,FTEs,"4,364.6","4,364.6"
02482017FTEIn,2017,0248,Revere,FTEIn,"7,495.9","7,495.9"
02482017FTEOut,2017,0248,Revere,FTEOut,402.0,402.0
02482017FTEs,2017,0248,Revere,FTEs,"7,897.9","7,897.9"
02492017FTEIn,2017,0249,Richmond,FTEIn,167.3,167.3
02492017FTEOut,2017,0249,Richmond,FTEOut,54.4,54.4
02492017FTEs,2017,0249,Richmond,FTEs,221.7,221.7
02502017FTEIn,2017,0250,Rochester,FTEIn,465.3,465.3
02502017FTEOut,2017,0250,Rochester,FTEOut,11.3,11.3
02502017FTEs,2017,0250,Rochester,FTEs,476.6,476.6
02512017FTEIn,2017,0251,Rockland,FTEIn,"2,288.1","2,288.1"
02512017FTEOut,2017,0251,Rockland,FTEOut,162.2,162.2
02512017FTEs,2017,0251,Rockland,FTEs,"2,450.3","2,450.3"
02522017FTEIn,2017,0252,Rockport,FTEIn,937.4,937.4
02522017FTEOut,2017,0252,Rockport,FTEOut,50.9,50.9
02522017FTEs,2017,0252,Rockport,FTEs,988.3,988.3
02532017FTEIn,2017,0253,Rowe,FTEIn,59.8,59.8
02532017FTEOut,2017,0253,Rowe,FTEOut,34.9,34.9
02532017FTEs,2017,0253,Rowe,FTEs,94.7,94.7
02582017FTEIn,2017,0258,Salem,FTEIn,"3,785.4","3,785.4"
02582017FTEOut,2017,0258,Salem,FTEOut,841.4,841.4
02582017FTEs,2017,0258,Salem,FTEs,"4,626.8","4,626.8"
02612017FTEIn,2017,0261,Sandwich,FTEIn,"2,724.2","2,724.2"
02612017FTEOut,2017,0261,Sandwich,FTEOut,314.0,314.0
02612017FTEs,2017,0261,Sandwich,FTEs,"3,038.2","3,038.2"
02622017FTEIn,2017,0262,Saugus,FTEIn,"2,626.9","2,626.9"
02622017FTEOut,2017,0262,Saugus,FTEOut,229.6,229.6
02622017FTEs,2017,0262,Saugus,FTEs,"2,856.5","2,856.5"
02632017FTEIn,2017,0263,Savoy,FTEIn,47.3,47.3
02632017FTEOut,2017,0263,Savoy,FTEOut,32.5,32.5
02632017FTEs,2017,0263,Savoy,FTEs,79.8,79.8
02642017FTEIn,2017,0264,Scituate,FTEIn,"3,001.0","3,001.0"
02642017FTEOut,2017,0264,Scituate,FTEOut,57.6,57.6
02642017FTEs,2017,0264,Scituate,FTEs,"3,058.6","3,058.6"
02652017FTEIn,2017,0265,Seekonk,FTEIn,"1,949.3","1,949.3"
02652017FTEOut,2017,0265,Seekonk,FTEOut,52.5,52.5
02652017FTEs,2017,0265,Seekonk,FTEs,"2,001.8","2,001.8"
02662017FTEIn,2017,0266,Sharon,FTEIn,"3,495.8","3,495.8"
02662017FTEOut,2017,0266,Sharon,FTEOut,50.8,50.8
02662017FTEs,2017,0266,Sharon,FTEs,"3,546.6","3,546.6"
02692017FTEIn,2017,0269,Sherborn,FTEIn,434.7,434.7
02692017FTEOut,2017,0269,Sherborn,FTEOut,less than 6,less than 6
02692017FTEs,2017,0269,Sherborn,FTEs,439.3,439.3
02712017FTEIn,2017,0271,Shrewsbury,FTEIn,"6,145.1","6,145.1"
02712017FTEOut,2017,0271,Shrewsbury,FTEOut,264.7,264.7
02712017FTEs,2017,0271,Shrewsbury,FTEs,"6,409.8","6,409.8"
02722017FTEIn,2017,0272,Shutesbury,FTEIn,120.2,120.2
02722017FTEOut,2017,0272,Shutesbury,FTEOut,12.9,12.9
02722017FTEs,2017,0272,Shutesbury,FTEs,133.1,133.1
02732017FTEIn,2017,0273,Somerset,FTEIn,"1,810.3","1,810.3"
02732017FTEOut,2017,0273,Somerset,FTEOut,52.9,52.9
02732017FTEs,2017,0273,Somerset,FTEs,"1,863.2","1,863.2"
02742017FTEIn,2017,0274,Somerville,FTEIn,"4,943.6","4,943.6"
02742017FTEOut,2017,0274,Somerville,FTEOut,564.1,564.1
02742017FTEs,2017,0274,Somerville,FTEs,"5,507.7","5,507.7"
02752017FTEIn,2017,0275,Southampton,FTEIn,526.7,526.7
02752017FTEOut,2017,0275,Southampton,FTEOut,72.4,72.4
02752017FTEs,2017,0275,Southampton,FTEs,599.1,599.1
02762017FTEIn,2017,0276,Southborough,FTEIn,"1,315.0","1,315.0"
02762017FTEOut,2017,0276,Southborough,FTEOut,25.0,25.0
02762017FTEs,2017,0276,Southborough,FTEs,"1,340.0","1,340.0"
02772017FTEIn,2017,0277,Southbridge,FTEIn,"2,104.0","2,104.0"
02772017FTEOut,2017,0277,Southbridge,FTEOut,332.1,332.1
02772017FTEs,2017,0277,Southbridge,FTEs,"2,436.1","2,436.1"
02782017FTEIn,2017,0278,South Hadley,FTEIn,"1,882.3","1,882.3"
02782017FTEOut,2017,0278,South Hadley,FTEOut,231.9,231.9
02782017FTEs,2017,0278,South Hadley,FTEs,"2,114.2","2,114.2"
02812017FTEIn,2017,0281,Springfield,FTEIn,"25,628.7","25,628.7"
02812017FTEOut,2017,0281,Springfield,FTEOut,"4,596.3","4,596.3"
02812017FTEs,2017,0281,Springfield,FTEs,"30,225.0","30,225.0"
02842017FTEIn,2017,0284,Stoneham,FTEIn,"2,342.0","2,342.0"
02842017FTEOut,2017,0284,Stoneham,FTEOut,158.7,158.7
02842017FTEs,2017,0284,Stoneham,FTEs,"2,500.7","2,500.7"
02852017FTEIn,2017,0285,Stoughton,FTEIn,"3,573.8","3,573.8"
02852017FTEOut,2017,0285,Stoughton,FTEOut,168.6,168.6
02852017FTEs,2017,0285,Stoughton,FTEs,"3,742.4","3,742.4"
02872017FTEIn,2017,0287,Sturbridge,FTEIn,920.3,920.3
02872017FTEOut,2017,0287,Sturbridge,FTEOut,13.1,13.1
02872017FTEs,2017,0287,Sturbridge,FTEs,933.4,933.4
02882017FTEIn,2017,0288,Sudbury,FTEIn,"2,810.4","2,810.4"
02882017FTEOut,2017,0288,Sudbury,FTEOut,37.6,37.6
02882017FTEs,2017,0288,Sudbury,FTEs,"2,848.0","2,848.0"
02892017FTEIn,2017,0289,Sunderland,FTEIn,259.7,259.7
02892017FTEOut,2017,0289,Sunderland,FTEOut,13.9,13.9
02892017FTEs,2017,0289,Sunderland,FTEs,273.6,273.6
02902017FTEIn,2017,0290,Sutton,FTEIn,"1,440.0","1,440.0"
02902017FTEOut,2017,0290,Sutton,FTEOut,40.5,40.5
02902017FTEs,2017,0290,Sutton,FTEs,"1,480.5","1,480.5"
02912017FTEIn,2017,0291,Swampscott,FTEIn,"2,237.2","2,237.2"
02912017FTEOut,2017,0291,Swampscott,FTEOut,58.0,58.0
02912017FTEs,2017,0291,Swampscott,FTEs,"2,295.2","2,295.2"
02922017FTEIn,2017,0292,Swansea,FTEIn,"2,047.1","2,047.1"
02922017FTEOut,2017,0292,Swansea,FTEOut,56.1,56.1
02922017FTEs,2017,0292,Swansea,FTEs,"2,103.2","2,103.2"
02932017FTEIn,2017,0293,Taunton,FTEIn,"8,099.1","8,099.1"
02932017FTEOut,2017,0293,Taunton,FTEOut,276.8,276.8
02932017FTEs,2017,0293,Taunton,FTEs,"8,375.9","8,375.9"
02952017FTEIn,2017,0295,Tewksbury,FTEIn,"3,523.2","3,523.2"
02952017FTEOut,2017,0295,Tewksbury,FTEOut,192.6,192.6
02952017FTEs,2017,0295,Tewksbury,FTEs,"3,715.8","3,715.8"
02962017FTEIn,2017,0296,Tisbury,FTEIn,323.2,323.2
02962017FTEOut,2017,0296,Tisbury,FTEOut,68.4,68.4
02962017FTEs,2017,0296,Tisbury,FTEs,391.6,391.6
02982017FTEIn,2017,0298,Topsfield,FTEIn,632.9,632.9
02982017FTEOut,2017,0298,Topsfield,FTEOut,7.0,7.0
02982017FTEs,2017,0298,Topsfield,FTEs,639.9,639.9
03002017FTEIn,2017,0300,Truro,FTEIn,114.6,114.6
03002017FTEOut,2017,0300,Truro,FTEOut,114.5,114.5
03002017FTEs,2017,0300,Truro,FTEs,229.1,229.1
03012017FTEIn,2017,0301,Tyngsborough,FTEIn,"1,693.0","1,693.0"
03012017FTEOut,2017,0301,Tyngsborough,FTEOut,145.4,145.4
03012017FTEs,2017,0301,Tyngsborough,FTEs,"1,838.4","1,838.4"
03042017FTEIn,2017,0304,Uxbridge,FTEIn,"1,835.2","1,835.2"
03042017FTEOut,2017,0304,Uxbridge,FTEOut,241.3,241.3
03042017FTEs,2017,0304,Uxbridge,FTEs,"2,076.5","2,076.5"
03052017FTEIn,2017,0305,Wakefield,FTEIn,"3,516.1","3,516.1"
03052017FTEOut,2017,0305,Wakefield,FTEOut,117.6,117.6
03052017FTEs,2017,0305,Wakefield,FTEs,"3,633.7","3,633.7"
03062017FTEIn,2017,0306,Wales,FTEIn,165.7,165.7
03062017FTEOut,2017,0306,Wales,FTEOut,13.7,13.7
03062017FTEs,2017,0306,Wales,FTEs,179.4,179.4
03072017FTEIn,2017,0307,Walpole,FTEIn,"3,860.4","3,860.4"
03072017FTEOut,2017,0307,Walpole,FTEOut,108.3,108.3
03072017FTEs,2017,0307,Walpole,FTEs,"3,968.7","3,968.7"
03082017FTEIn,2017,0308,Waltham,FTEIn,"5,470.8","5,470.8"
03082017FTEOut,2017,0308,Waltham,FTEOut,199.8,199.8
03082017FTEs,2017,0308,Waltham,FTEs,"5,670.6","5,670.6"
03092017FTEIn,2017,0309,Ware,FTEIn,"1,202.1","1,202.1"
03092017FTEOut,2017,0309,Ware,FTEOut,191.3,191.3
03092017FTEs,2017,0309,Ware,FTEs,"1,393.4","1,393.4"
03102017FTEIn,2017,0310,Wareham,FTEIn,"2,452.0","2,452.0"
03102017FTEOut,2017,0310,Wareham,FTEOut,316.6,316.6
03102017FTEs,2017,0310,Wareham,FTEs,"2,768.6","2,768.6"
03142017FTEIn,2017,0314,Watertown,FTEIn,"2,597.3","2,597.3"
03142017FTEOut,2017,0314,Watertown,FTEOut,145.5,145.5
03142017FTEs,2017,0314,Watertown,FTEs,"2,742.8","2,742.8"
03152017FTEIn,2017,0315,Wayland,FTEIn,"2,664.0","2,664.0"
03152017FTEOut,2017,0315,Wayland,FTEOut,49.7,49.7
03152017FTEs,2017,0315,Wayland,FTEs,"2,713.7","2,713.7"
03162017FTEIn,2017,0316,Webster,FTEIn,"1,855.7","1,855.7"
03162017FTEOut,2017,0316,Webster,FTEOut,199.1,199.1
03162017FTEs,2017,0316,Webster,FTEs,"2,054.8","2,054.8"
03172017FTEIn,2017,0317,Wellesley,FTEIn,"4,992.4","4,992.4"
03172017FTEOut,2017,0317,Wellesley,FTEOut,64.0,64.0
03172017FTEs,2017,0317,Wellesley,FTEs,"5,056.4","5,056.4"
03182017FTEIn,2017,0318,Wellfleet,FTEIn,117.0,117.0
03182017FTEOut,2017,0318,Wellfleet,FTEOut,12.8,12.8
03182017FTEs,2017,0318,Wellfleet,FTEs,129.8,129.8
03212017FTEIn,2017,0321,Westborough,FTEIn,"3,839.0","3,839.0"
03212017FTEOut,2017,0321,Westborough,FTEOut,52.4,52.4
03212017FTEs,2017,0321,Westborough,FTEs,"3,891.4","3,891.4"
03222017FTEIn,2017,0322,West Boylston,FTEIn,907.6,907.6
03222017FTEOut,2017,0322,West Boylston,FTEOut,132.1,132.1
03222017FTEs,2017,0322,West Boylston,FTEs,"1,039.7","1,039.7"
03232017FTEIn,2017,0323,West Bridgewater,FTEIn,"1,283.7","1,283.7"
03232017FTEOut,2017,0323,West Bridgewater,FTEOut,37.5,37.5
03232017FTEs,2017,0323,West Bridgewater,FTEs,"1,321.2","1,321.2"
03252017FTEIn,2017,0325,Westfield,FTEIn,"5,518.0","5,518.0"
03252017FTEOut,2017,0325,Westfield,FTEOut,235.0,235.0
03252017FTEs,2017,0325,Westfield,FTEs,"5,753.0","5,753.0"
03262017FTEIn,2017,0326,Westford,FTEIn,"5,110.3","5,110.3"
03262017FTEOut,2017,0326,Westford,FTEOut,72.0,72.0
03262017FTEs,2017,0326,Westford,FTEs,"5,182.3","5,182.3"
03272017FTEIn,2017,0327,Westhampton,FTEIn,133.3,133.3
03272017FTEOut,2017,0327,Westhampton,FTEOut,34.3,34.3
03272017FTEs,2017,0327,Westhampton,FTEs,167.6,167.6
03302017FTEIn,2017,0330,Weston,FTEIn,"2,157.9","2,157.9"
03302017FTEOut,2017,0330,Weston,FTEOut,33.8,33.8
03302017FTEs,2017,0330,Weston,FTEs,"2,191.7","2,191.7"
03312017FTEIn,2017,0331,Westport,FTEIn,"1,453.7","1,453.7"
03312017FTEOut,2017,0331,Westport,FTEOut,97.6,97.6
03312017FTEs,2017,0331,Westport,FTEs,"1,551.3","1,551.3"
03322017FTEIn,2017,0332,West Springfield,FTEIn,"4,098.5","4,098.5"
03322017FTEOut,2017,0332,West Springfield,FTEOut,158.8,158.8
03322017FTEs,2017,0332,West Springfield,FTEs,"4,257.3","4,257.3"
03352017FTEIn,2017,0335,Westwood,FTEIn,"3,144.7","3,144.7"
03352017FTEOut,2017,0335,Westwood,FTEOut,26.6,26.6
03352017FTEs,2017,0335,Westwood,FTEs,"3,171.3","3,171.3"
03362017FTEIn,2017,0336,Weymouth,FTEIn,"6,194.5","6,194.5"
03362017FTEOut,2017,0336,Weymouth,FTEOut,313.9,313.9
03362017FTEs,2017,0336,Weymouth,FTEs,"6,508.4","6,508.4"
03372017FTEIn,2017,0337,Whately,FTEIn,132.3,132.3
03372017FTEOut,2017,0337,Whately,FTEOut,13.5,13.5
03372017FTEs,2017,0337,Whately,FTEs,145.8,145.8
03402017FTEIn,2017,0340,Williamsburg,FTEIn,160.8,160.8
03402017FTEOut,2017,0340,Williamsburg,FTEOut,43.1,43.1
03402017FTEs,2017,0340,Williamsburg,FTEs,203.9,203.9
03412017FTEIn,2017,0341,Williamstown,FTEIn,447.2,447.2
03412017FTEOut,2017,0341,Williamstown,FTEOut,less than 6,less than 6
03412017FTEs,2017,0341,Williamstown,FTEs,453.0,453.0
03422017FTEIn,2017,0342,Wilmington,FTEIn,"3,379.6","3,379.6"
03422017FTEOut,2017,0342,Wilmington,FTEOut,78.1,78.1
03422017FTEs,2017,0342,Wilmington,FTEs,"3,457.7","3,457.7"
03432017FTEIn,2017,0343,Winchendon,FTEIn,"1,265.2","1,265.2"
03432017FTEOut,2017,0343,Winchendon,FTEOut,210.5,210.5
03432017FTEs,2017,0343,Winchendon,FTEs,"1,475.7","1,475.7"
03442017FTEIn,2017,0344,Winchester,FTEIn,"4,593.2","4,593.2"
03442017FTEOut,2017,0344,Winchester,FTEOut,65.9,65.9
03442017FTEs,2017,0344,Winchester,FTEs,"4,659.1","4,659.1"
03462017FTEIn,2017,0346,Winthrop,FTEIn,"1,973.1","1,973.1"
03462017FTEOut,2017,0346,Winthrop,FTEOut,37.6,37.6
03462017FTEs,2017,0346,Winthrop,FTEs,"2,010.7","2,010.7"
03472017FTEIn,2017,0347,Woburn,FTEIn,"4,664.7","4,664.7"
03472017FTEOut,2017,0347,Woburn,FTEOut,156.5,156.5
03472017FTEs,2017,0347,Woburn,FTEs,"4,821.2","4,821.2"
03482017FTEIn,2017,0348,Worcester,FTEIn,"25,351.7","25,351.7"
